Flow,O,D,Year
1597,41,15,2016
139,3,48,2006
36,32,31,2011
145,43,32,2012
250,39,27,2014
196,29,22,2008
1753,18,17,2018
746,27,19,2007
173,46,4,2016
30,29,17,2013
748,27,9,2014
155,26,37,2017
404,13,19,2006
5,3,14,2012
1678,35,28,2012
272,19,47,2007
202,30,2,2014
2661,41,47,2006
332,27,23,2015
1507,14,21,2008
454,46,7,2008
22,36,44,2006
117,32,13,2016
73,4,40,2013
6612,44,16,2006
669,13,20,2014
146,34,17,2012
113,34,41,2015
7,25,45,2013
86,10,40,2014
328,32,6,2007
2785,1,6,2013
717,17,2,2016
714,42,4,2005
459,41,16,2009
64,40,41,2013
569,36,18,2009
77,49,3,2006
96,33,35,2018
662,24,26,2006
57,13,43,2005
3994,31,28,2005
751,4,23,2006
454,21,27,2009
68,34,40,2005
1704,30,45,2009
152,10,26,2005
980,19,2,2017
299,32,5,2013
539,6,4,2005
565,14,4,2017
824,21,47,2018
609,27,25,2013
474,18,41,2015
28,13,29,2016
2188,30,9,2005
3073,35,18,2006
191,15,48,2009
148,44,6,2016
751,24,7,2006
109,41,31,2005
846,20,23,2006
659,14,44,2017
129,47,26,2013
448,47,34,2012
750,38,20,2012
339,5,25,2011
98,2,35,2018
335,15,25,2016
2403,14,15,2014
212,15,22,2013
262,44,7,2006
192,27,49,2014
51,13,30,2008
111,42,17,2018
198,25,39,2007
187,28,17,2017
555,10,21,2008
156,22,43,2015
50,28,5,2006
301,1,8,2007
44,45,38,2006
100,41,8,2009
202,38,44,2011
85,18,48,2011
127,23,44,2008
673,13,32,2010
511,45,12,2007
540,21,43,2008
275,15,17,2016
89,43,35,2015
32,7,11,2014
27,32,11,2007
122,38,6,2010
10044,40,8,2018
71,23,45,2017
257,17,27,2007
113,11,23,2016
1037,48,34,2013
165,35,31,2015
34,25,46,2011
340,9,25,2016
19,5,11,2013
34,15,24,2017
760,31,42,2018
38,8,24,2010
754,10,23,2009
1174,24,9,2012
2197,5,19,2009
102,48,24,2007
3263,25,10,2007
522,17,4,2012
747,12,22,2014
140,18,7,2018
398,33,21,2008
45,44,38,2016
128,42,6,2015
39,49,22,2012
725,37,39,2011
77,32,35,2016
64,46,45,2014
438,18,19,2012
3078,30,12,2009
10,8,1,2012
1805,23,15,2018
1006,39,2,2016
652,13,42,2012
43,30,3,2018
45,2,11,2016
73,19,13,2014
101,27,29,2017
1169,30,18,2006
17,2,45,2018
379,21,37,2006
1002,33,46,2007
90,10,31,2018
842,14,27,2013
25,17,11,2006
74,49,41,2006
65,17,45,2009
856,25,15,2010
91,4,11,2017
917,35,21,2005
2331,2,10,2008
258,20,48,2010
373,31,3,2005
2024,10,15,2009
897,28,34,2005
1083,46,28,2011
65,23,29,2015
19,13,33,2006
1143,4,25,2005
15,45,13,2013
431,17,46,2007
66,16,31,2017
162,34,24,2013
169,3,48,2015
1338,21,22,2013
540,39,27,2017
115,31,49,2008
66,10,35,2013
374,46,17,2013
16,7,38,2015
924,24,20,2016
1241,27,9,2005
1345,48,16,2017
207,37,49,2013
264,21,9,2018
634,18,25,2015
86,19,22,2018
22,3,14,2005
484,35,28,2005
55,4,24,2011
93,30,2,2005
124,9,32,2012
669,11,13,2008
149,45,40,2016
34,15,40,2017
113,2,26,2017
6854,6,15,2010
1014,38,25,2014
63,21,29,2016
92,36,44,2013
188,27,14,2014
73,48,35,2012
762,13,20,2007
89,34,17,2005
520,23,20,2010
250,13,6,2015
1685,2,18,2008
3739,1,6,2006
56,31,46,2017
486,42,4,2012
2330,22,9,2017
84,42,46,2007
94,40,41,2006
98,6,14,2006
20,28,40,2015
31,46,22,2009
37,18,9,2007
251,13,43,2012
236,4,47,2012
763,4,23,2015
33,16,38,2015
14,34,40,2012
642,37,5,2018
170,32,5,2006
24,24,43,2011
1088,12,22,2018
28,19,11,2017
16,41,44,2011
164,7,44,2009
792,8,2,2015
425,49,12,2007
891,48,16,2015
1443,10,16,2006
965,35,18,2015
98,4,22,2005
225,25,21,2007
430,21,36,2011
847,30,20,2011
139,2,39,2013
11,20,29,2011
313,38,20,2007
36,11,17,2006
439,15,25,2015
2626,14,15,2007
962,6,17,2008
215,7,37,2016
175,48,41,2010
1443,14,24,2015
9218,39,19,2008
1566,34,27,2011
35,3,5,2005
186,25,39,2014
63,1,48,2013
51,1,8,2012
96,41,8,2006
285,10,12,2010
24,43,39,2014
76,42,30,2006
415,15,47,2006
1175,5,10,2008
357,37,28,2008
309,45,12,2012
290,21,43,2007
375,16,22,2014
3086,4,37,2010
598,33,36,2006
46,43,35,2006
1510,16,44,2005
1901,23,41,2015
487,25,32,2006
43,7,33,2012
96,32,11,2012
98,38,44,2006
2142,29,10,2005
3080,27,15,2010
277,15,44,2014
107,35,31,2006
76,27,37,2009
772,12,32,2014
1855,3,26,2009
483,20,32,2018
31,43,24,2013
2523,38,8,2016
291,36,35,2017
15,38,30,2013
39,7,30,2007
201,28,27,2005
1612,12,9,2010
137,17,36,2006
409,17,28,2009
385,35,38,2011
200,20,8,2018
10,17,45,2017
1847,16,15,2010
858,2,19,2009
145,34,5,2009
801,42,5,2013
195,44,11,2018
21,46,45,2007
620,20,18,2016
61,40,9,2009
3655,5,4,2010
1031,48,31,2009
3124,26,3,2006
1028,12,21,2015
156,33,22,2009
19,33,46,2008
1119,24,44,2008
687,33,40,2016
129,9,47,2013
1992,26,3,2009
81,37,40,2012
912,28,42,2015
205,46,44,2013
190,36,7,2010
768,35,21,2012
342,27,43,2007
111,44,7,2014
143,12,46,2008
17,3,40,2008
441,2,36,2014
74,20,30,2012
206,40,27,2016
381,1,43,2014
78,15,24,2010
74,47,14,2014
239,18,48,2016
83,26,8,2008
210,17,46,2008
3912,21,15,2009
560,45,39,2015
2099,17,15,2017
459,20,2,2007
2497,34,15,2007
86,42,31,2011
48,30,13,2013
84,46,31,2010
60,16,24,2015
429,40,32,2011
1885,19,36,2018
189,16,23,2011
66,4,38,2013
270,34,49,2013
103,17,39,2017
96,32,46,2017
401,27,23,2008
17,41,9,2009
2554,24,34,2006
67,7,31,2013
223,28,26,2015
68,48,35,2005
2855,36,10,2011
142,22,47,2005
1790,14,34,2013
62,12,33,2011
1569,2,18,2007
216,44,13,2008
1048,20,46,2015
8,11,8,2013
534,32,37,2014
355,41,3,2013
33,6,14,2013
278,15,22,2008
212,6,32,2008
376,47,4,2008
492,4,47,2005
253,25,12,2015
30,16,38,2006
172,45,23,2014
55,17,48,2010
333,34,2,2014
1579,17,23,2016
34,30,46,2016
2963,28,47,2014
116,46,17,2008
336,37,21,2009
167,4,22,2012
484,25,21,2014
142,13,6,2010
23,16,29,2013
211,46,48,2017
64,2,39,2006
612,44,25,2016
42,11,25,2012
92,11,17,2013
407,15,25,2006
1331,41,2,2009
248,15,7,2017
131,25,20,2009
215,4,26,2016
534,8,4,2015
2349,21,12,2016
240,46,24,2017
136,3,5,2012
149,12,47,2009
31,3,43,2011
938,45,9,2016
343,10,12,2005
28,42,30,2013
102,11,30,2007
372,15,47,2017
617,47,18,2013
786,6,16,2011
511,8,42,2009
205,26,9,2009
396,38,28,2012
324,18,6,2017
839,16,44,2012
473,25,32,2015
135,35,33,2018
1562,34,12,2008
35,38,6,2015
11,41,9,2005
3709,29,10,2014
148,1,35,2006
309,47,48,2012
106,15,44,2007
58,20,40,2015
1548,8,16,2011
82,8,24,2012
638,14,25,2010
343,12,32,2005
1763,3,26,2006
175,42,26,2017
429,15,2,2016
359,33,37,2005
2434,22,9,2016
599,44,42,2007
6,6,33,2016
246,20,11,2014
3896,24,9,2015
83,7,30,2012
133,28,27,2010
360,18,34,2015
65,36,48,2008
3351,27,34,2008
695,12,22,2016
367,48,7,2014
2,34,5,2006
235,3,27,2010
1620,24,30,2012
82,49,22,2015
599,9,24,2010
272,13,9,2017
267,10,6,2015
5141,30,12,2010
1780,39,2,2015
1176,47,7,2011
443,8,32,2016
968,29,19,2016
277,35,39,2008
105,23,44,2011
82,14,42,2005
19,26,38,2006
342,35,13,2011
13,44,35,2011
1505,24,44,2007
756,11,34,2011
800,21,4,2018
33,37,40,2005
103,19,41,2007
146,8,47,2018
1337,25,15,2015
268,41,37,2006
382,27,43,2014
79,44,7,2007
144,20,30,2007
335,31,41,2014
86,33,47,2015
132,44,26,2006
182,1,43,2005
208,34,23,2016
109,7,6,2012
57,47,11,2016
340,37,41,2015
10,27,5,2017
209,28,1,2012
15,23,39,2007
23,23,29,2014
294,45,4,2017
30,27,40,2006
59,23,49,2016
419,24,20,2006
42,20,37,2012
294,15,23,2008
205,32,20,2010
18,41,44,2008
224,37,27,2006
664,29,37,2013
109,8,43,2008
781,14,24,2014
61,22,40,2018
137,11,13,2013
46,44,36,2016
2572,38,8,2015
216,35,3,2005
945,41,17,2018
377,2,28,2008
1722,24,34,2017
4776,46,15,2018
589,28,48,2013
220,43,18,2016
125,46,8,2009
1734,4,15,2013
63,36,29,2013
2747,1,6,2016
421,34,48,2014
27,22,35,2009
1800,20,46,2006
338,32,37,2007
418,22,20,2016
1742,37,35,2005
274,36,49,2009
1879,28,15,2006
112,14,37,2015
2708,35,10,2013
422,34,2,2005
192,26,44,2012
129,22,3,2008
726,24,31,2013
680,29,21,2007
4925,30,12,2005
380,2,7,2014
86,19,22,2014
188,10,31,2017
286,32,36,2009
1219,30,48,2006
273,15,23,2011
577,37,21,2016
314,6,27,2008
2377,8,33,2006
236,18,46,2015
170,16,37,2007
305,44,28,2008
102,8,43,2014
458,24,8,2012
901,33,2,2014
1716,14,15,2017
44,19,40,2010
347,43,42,2017
484,13,22,2018
124,37,22,2008
368,22,28,2005
434,16,28,2010
6,46,30,2018
58,11,30,2012
336,39,23,2015
67,25,5,2016
1223,8,19,2016
472,18,19,2011
32,36,41,2009
714,14,16,2015
24,48,40,2012
8123,13,15,2007
320,3,2,2017
1480,33,25,2017
735,3,16,2009
1120,13,4,2017
55,30,6,2015
689,41,19,2007
672,32,42,2007
203,5,11,2006
896,17,4,2007
23,5,21,2017
156,49,22,2011
911,26,23,2012
7517,44,12,2007
134,16,43,2013
1517,21,27,2017
1068,25,49,2010
552,20,11,2007
151,1,26,2012
423,29,11,2009
144,37,3,2018
25,47,49,2011
703,11,12,2018
317,18,34,2006
231,8,23,2013
610,48,7,2007
22,37,14,2008
547,6,2,2016
129,3,27,2005
4283,24,30,2007
109,43,37,2006
31,44,41,2006
257,10,6,2006
1261,32,25,2012
1897,47,7,2018
111,4,11,2016
510,37,34,2012
85,6,26,2016
16,27,29,2014
662,18,37,2014
56,14,42,2012
121,8,6,2005
50,22,29,2008
3779,21,15,2018
102,3,8,2009
175,23,44,2016
734,28,42,2008
212,41,3,2006
1126,10,25,2014
118,47,46,2015
367,41,37,2009
37,17,14,2009
208,18,1,2016
1942,15,16,2006
229,31,41,2005
254,10,43,2016
128,44,26,2009
608,13,26,2007
568,34,23,2009
24,44,1,2015
142,7,6,2005
550,37,41,2006
277,10,46,2005
223,28,1,2005
108,19,38,2018
1077,38,34,2006
20,27,40,2015
97,48,13,2009
1689,17,15,2007
628,49,21,2015
194,45,8,2006
262,43,1,2009
188,31,46,2015
182,31,22,2014
131,48,44,2016
43,30,13,2008
237,38,1,2005
1091,16,44,2018
1222,10,16,2008
2749,27,22,2005
1461,32,15,2006
77,18,49,2010
421,14,2,2012
1149,23,2,2015
441,18,47,2008
237,35,3,2012
216,48,4,2016
314,30,7,2010
70,43,6,2018
478,18,19,2010
246,32,43,2010
49,9,11,2008
326,41,21,2008
557,29,38,2012
118,23,14,2013
3376,47,28,2010
230,38,18,2007
82,36,29,2006
415,44,42,2018
244,37,34,2016
12,25,14,2006
434,17,16,2011
381,32,7,2005
119,18,38,2017
869,21,24,2010
486,17,7,2012
1177,13,44,2016
910,20,23,2014
61,42,1,2007
9368,40,8,2008
514,36,49,2018
1705,28,15,2015
4,46,49,2009
389,37,13,2011
207,37,20,2016
174,4,14,2014
633,26,44,2007
69,13,38,2011
159,48,19,2011
272,2,7,2007
3184,38,8,2009
48,21,33,2007
41,31,36,2009
400,30,48,2017
139,32,26,2015
59,43,45,2006
95,6,27,2017
904,27,28,2011
237,26,22,2015
35,28,14,2005
726,5,32,2013
81,10,5,2018
436,26,47,2013
368,16,4,2017
6513,35,25,2006
1659,33,2,2007
147,9,40,2015
183,39,33,2015
151,30,25,2008
52,27,49,2008
15,19,14,2018
781,14,19,2009
144,49,31,2014
45,18,29,2006
46,37,9,2016
145,10,38,2017
6513,26,20,2006
705,44,27,2008
341,47,43,2017
466,34,20,2010
66,39,23,2006
7013,40,8,2015
544,29,18,2008
3458,12,44,2005
944,7,34,2014
242,6,42,2008
166,8,48,2010
1230,48,15,2016
868,48,14,2010
3086,40,36,2005
550,47,19,2017
103,10,33,2011
1243,3,16,2018
99,16,11,2005
452,48,25,2005
22,9,38,2005
3280,13,34,2018
2116,11,15,2013
355,32,42,2014
21,25,1,2009
2619,45,14,2018
1128,26,28,2006
158,36,40,2014
803,8,15,2018
798,27,2,2009
198,18,44,2011
14,48,39,2015
2339,13,16,2006
1162,22,4,2009
191,14,7,2009
434,43,20,2006
96,39,47,2009
772,41,20,2009
262,30,19,2006
391,47,31,2013
1250,23,17,2009
683,6,2,2007
27,5,30,2015
20,23,30,2016
121,26,27,2009
388,20,47,2016
33,49,22,2010
58,28,35,2013
35,21,39,2009
147,34,36,2013
284,44,41,2015
380,22,13,2018
69,19,6,2017
532,39,2,2010
1339,14,12,2016
242,44,8,2018
415,29,28,2010
290,8,32,2009
487,18,37,2007
539,20,23,2016
82,8,6,2012
276,43,41,2017
495,48,20,2008
827,21,4,2017
308,44,2,2016
59,43,22,2010
1854,10,25,2007
101,2,35,2012
6576,44,12,2008
318,40,38,2017
691,19,15,2008
350,7,12,2012
1432,46,16,2016
149,22,46,2015
360,5,47,2010
698,18,28,2010
58,36,38,2008
287,27,48,2008
157,27,8,2007
2136,23,41,2006
685,13,26,2008
89,3,9,2006
198,22,14,2011
280,40,35,2017
276,39,32,2010
347,39,44,2013
383,44,42,2015
71,41,38,2008
1075,11,20,2018
498,35,26,2018
1329,17,15,2014
1295,26,21,2011
72,17,33,2009
121,12,11,2008
454,15,23,2013
353,21,17,2015
35,16,14,2010
669,40,32,2016
398,12,42,2017
9,7,29,2013
1148,32,15,2015
74,1,13,2005
61,40,31,2011
2537,41,47,2017
1554,37,15,2009
7,5,27,2016
538,27,28,2012
213,48,26,2006
569,31,23,2013
691,21,18,2005
2519,43,28,2012
29,42,11,2015
407,29,38,2005
105,38,26,2013
565,38,18,2014
75,7,26,2006
149,12,11,2007
43,14,5,2012
135,22,8,2015
370,32,37,2017
41,38,17,2017
300,22,18,2014
77,42,1,2012
233,18,26,2016
779,9,4,2009
329,23,48,2017
485,6,3,2010
228,8,23,2012
1187,38,29,2006
135,23,11,2018
64,9,37,2016
318,4,20,2012
575,2,7,2016
168,41,44,2005
115,34,37,2012
195,11,22,2018
365,2,41,2018
230,43,23,2006
162,12,17,2014
80,43,45,2013
60,7,13,2012
747,6,2,2017
154,18,46,2012
5,28,14,2012
95,46,48,2010
494,40,21,2013
126,28,36,2007
97,8,43,2013
308,26,47,2006
14,15,38,2007
387,16,4,2008
4712,35,25,2013
1609,4,19,2007
336,2,6,2008
65,11,6,2010
3127,2,32,2015
4155,20,26,2013
424,43,42,2007
40,18,29,2015
437,36,39,2009
86,23,35,2013
125,17,34,2015
221,13,25,2011
657,34,20,2005
1208,21,13,2008
114,35,22,2007
677,39,23,2017
481,10,47,2005
142,1,11,2011
1107,30,24,2011
1216,7,34,2007
3138,9,30,2015
406,40,36,2012
266,13,48,2014
223,48,25,2014
344,34,47,2010
68,39,20,2007
297,19,28,2016
2441,38,33,2010
1109,26,23,2015
184,36,40,2005
761,8,15,2011
673,27,2,2006
198,15,43,2014
468,15,28,2018
741,16,10,2006
1364,44,9,2007
502,20,42,2012
367,11,12,2012
251,30,19,2015
535,2,42,2005
38,30,37,2014
1611,20,16,2007
108,28,44,2006
76,18,5,2015
399,27,3,2010
79,48,38,2012
9,25,24,2015
635,12,27,2016
467,22,7,2008
130,15,9,2017
173,34,30,2015
318,1,27,2010
110,47,36,2011
360,12,13,2018
3261,9,16,2005
514,48,20,2007
127,37,17,2006
947,35,42,2011
1146,4,18,2013
303,44,2,2011
2118,24,11,2007
464,12,18,2009
225,2,35,2005
235,20,25,2011
602,21,18,2016
219,21,6,2006
611,28,21,2018
9,8,5,2013
121,27,8,2016
144,25,35,2005
24,22,14,2018
793,31,14,2012
180,44,46,2017
129,38,48,2010
36,31,30,2016
384,33,34,2008
589,10,8,2010
87,19,12,2009
597,47,21,2014
183,42,36,2009
49,10,13,2017
247,14,18,2009
232,49,21,2008
786,23,34,2012
353,9,13,2017
92,4,33,2010
476,48,44,2006
21,30,13,2007
707,39,3,2015
672,13,3,2013
2887,22,9,2010
972,42,18,2016
154,25,34,2016
151,1,13,2012
137,4,38,2017
1098,38,32,2014
52,10,11,2018
223,22,1,2014
459,46,32,2018
15,15,40,2006
93,41,49,2007
2806,49,10,2009
121,48,26,2017
202,17,26,2007
376,35,32,2005
509,30,28,2016
119,43,36,2006
197,16,47,2007
264,12,24,2011
10,27,39,2014
73,46,8,2018
386,19,5,2017
222,7,26,2015
698,28,23,2013
1829,37,16,2018
4,25,14,2016
124,46,43,2009
284,23,19,2005
245,19,41,2015
459,24,41,2017
37,34,1,2009
180,20,43,2013
372,31,4,2010
24,43,29,2011
1681,27,12,2015
741,19,2,2011
35,49,30,2008
252,14,4,2015
76,43,9,2017
293,34,37,2005
3994,26,15,2014
151,12,17,2007
333,24,48,2008
639,7,43,2010
282,41,7,2008
101,32,11,2016
212,9,23,2010
222,49,7,2012
19,15,38,2012
467,16,4,2007
90,5,1,2006
1461,4,19,2012
186,44,3,2006
2273,20,15,2017
242,3,44,2008
2360,2,32,2006
41,33,14,2018
2,19,14,2017
170,43,42,2012
55,17,14,2008
244,45,37,2015
2072,47,10,2006
26,3,14,2017
29,28,29,2011
308,27,18,2016
51,35,3,2017
309,13,25,2018
339,27,13,2017
485,38,15,2017
388,23,25,2015
918,27,44,2005
6507,40,8,2012
232,17,3,2017
4510,29,10,2017
365,27,3,2018
7,43,5,2011
117,42,27,2011
272,1,32,2009
369,37,7,2007
454,31,41,2006
81,13,48,2007
39,17,27,2017
229,26,49,2005
794,45,28,2008
157,12,31,2013
446,33,28,2011
180,1,12,2013
122,41,12,2007
124,30,11,2008
37,7,45,2016
208,7,49,2008
1294,9,15,2010
471,46,42,2015
1089,40,35,2013
1552,21,34,2009
72,23,11,2015
94,13,49,2013
45,3,9,2016
713,25,18,2012
578,20,42,2007
773,3,34,2010
563,2,42,2012
16849,35,4,2018
618,39,5,2010
1187,23,17,2014
3150,43,48,2010
61,5,30,2017
650,30,10,2016
679,15,18,2008
93,6,36,2008
301,27,3,2005
50,48,38,2007
208,40,12,2010
25,9,8,2018
269,4,49,2018
462,30,3,2016
567,14,41,2014
291,34,30,2006
600,20,31,2013
194,10,46,2006
39,5,38,2017
282,30,18,2016
72,42,45,2014
200,42,21,2009
105,32,30,2005
330,46,21,2008
962,18,4,2012
467,37,17,2009
83,6,31,2007
11964,27,16,2009
574,13,2,2010
84,25,3,2013
3138,22,34,2013
87,45,46,2007
253,1,20,2013
693,38,43,2013
2385,10,2,2007
5,3,14,2016
223,36,12,2009
863,46,28,2017
957,37,18,2007
211,44,48,2017
1135,31,14,2005
222,3,47,2011
1190,25,49,2012
1092,25,4,2006
534,11,18,2015
1168,32,23,2013
385,47,21,2005
65,20,14,2008
377,6,20,2011
34,8,46,2009
769,23,34,2005
882,6,46,2010
145,18,8,2010
453,48,44,2013
264,27,47,2006
188,48,2,2008
1882,31,15,2015
128,34,8,2008
298,43,4,2014
57,10,11,2011
397,38,49,2010
50,19,29,2008
7,42,39,2008
144,41,49,2014
187,14,29,2010
4019,46,15,2014
180,17,26,2016
41,49,23,2011
979,35,32,2014
24,12,29,2009
558,13,12,2008
49,12,24,2018
896,33,19,2008
154,43,1,2010
42,13,45,2017
36,19,26,2016
18,41,24,2011
44,27,38,2008
152,30,43,2016
85,36,26,2015
180,3,31,2010
172,12,49,2015
226,3,37,2009
37,21,5,2005
255,8,23,2011
1017,11,24,2009
95,28,22,2014
324,47,3,2011
99,10,29,2018
248,26,47,2009
31,6,30,2009
312,34,37,2018
32,23,40,2011
119,17,43,2009
1859,28,20,2015
979,35,49,2011
292,29,37,2005
52,17,24,2015
112,18,46,2009
88,26,1,2005
1,19,45,2015
245,10,5,2009
61,33,1,2016
275,1,41,2008
28,34,29,2018
543,37,32,2017
29,5,1,2009
504,10,36,2016
32,13,1,2005
642,45,19,2013
2633,17,10,2018
1028,21,12,2013
360,19,12,2017
3525,25,10,2015
18,7,40,2011
441,10,12,2016
257,15,17,2010
1368,41,18,2005
66,8,17,2010
1228,44,22,2018
139,16,17,2014
1044,3,21,2008
454,31,42,2014
2412,11,21,2012
13,32,40,2010
560,1,32,2006
136,7,3,2012
494,6,21,2006
164,8,47,2008
3966,14,48,2010
81,40,3,2005
492,35,33,2010
146,45,36,2006
144,18,43,2007
75,14,32,2011
1182,35,7,2013
25,2,24,2008
205,1,12,2018
542,11,44,2013
113,42,26,2012
1445,39,16,2016
73,7,49,2007
279,32,47,2005
529,28,12,2005
65,37,24,2006
902,22,4,2018
2,47,24,2017
242,46,12,2009
1775,18,15,2011
84,1,26,2016
178,22,39,2009
175,16,32,2011
234,21,6,2011
485,30,10,2007
899,12,21,2017
104,37,47,2013
260,9,8,2011
875,22,10,2012
665,35,14,2005
2795,4,10,2015
88,3,30,2007
192,20,22,2006
240,44,8,2015
122,38,48,2017
4,2,45,2013
1393,39,10,2011
617,11,27,2010
48,32,30,2012
1037,18,4,2007
49,7,9,2006
291,6,31,2008
604,8,37,2014
6,18,30,2014
170,14,46,2015
183,43,22,2017
147,13,28,2016
573,17,34,2018
1253,23,4,2008
181,44,7,2016
112,9,11,2009
132,19,44,2010
1286,10,2,2014
187,42,20,2010
165,43,46,2017
110,19,31,2017
890,37,18,2008
66,27,17,2006
943,46,6,2011
719,10,19,2007
330,22,17,2008
49,22,41,2011
3893,13,21,2009
3898,21,15,2016
259,1,21,2014
8859,39,19,2007
80,32,49,2007
127,36,3,2008
31,9,2,2005
359,8,18,2013
399,14,23,2005
380,12,42,2010
1139,3,20,2009
175,43,4,2007
927,31,21,2013
32,25,5,2005
9,22,1,2013
106,19,29,2007
649,7,2,2013
63,32,46,2015
323,20,13,2009
588,5,17,2017
5770,46,15,2007
69,15,9,2009
305,6,41,2011
3139,36,10,2017
1203,2,25,2009
307,34,11,2009
66,26,37,2006
841,31,18,2006
1876,37,16,2017
394,29,7,2009
13,19,26,2009
445,19,34,2008
4727,29,33,2012
73,8,27,2005
371,14,28,2009
133,36,26,2006
75,5,26,2014
283,22,30,2017
269,23,48,2012
59,21,35,2018
2587,22,27,2006
20,21,5,2012
121,47,3,2018
198,41,25,2008
28,18,33,2006
81,6,48,2015
96,4,11,2010
4020,36,25,2014
849,21,11,2018
360,2,8,2016
22,31,5,2012
283,26,22,2009
1276,43,10,2013
134,12,14,2007
51,19,45,2006
423,14,49,2015
55,28,11,2007
1559,23,41,2012
202,15,7,2007
2998,2,32,2016
485,23,7,2011
787,13,22,2015
9,17,36,2016
233,23,31,2008
163,3,43,2017
341,30,10,2010
219,43,11,2007
75,49,24,2015
59,29,3,2017
295,1,42,2009
230,47,43,2013
920,19,16,2007
897,41,18,2014
99,29,43,2006
56,43,9,2006
1559,37,35,2013
155,14,22,2011
124,16,17,2007
289,35,23,2018
602,45,4,2014
550,31,42,2007
190,25,17,2010
73,21,29,2012
38,33,6,2015
55,7,3,2007
49,31,32,2017
6259,24,21,2016
48,38,6,2006
1510,19,25,2018
171,18,43,2008
134,37,13,2008
358,41,17,2016
13,25,1,2015
235,4,1,2012
146,48,30,2007
360,20,1,2006
125,32,47,2010
993,43,16,2011
20,47,24,2010
531,13,4,2010
185,15,8,2008
1156,40,2,2006
39,20,39,2006
2509,5,37,2013
192,44,48,2010
506,18,34,2017
17268,35,4,2012
670,26,34,2005
179,11,45,2010
163,2,13,2005
113,42,13,2015
286,16,42,2017
2465,4,10,2006
2215,13,34,2011
1571,25,19,2010
97,34,33,2015
1380,22,24,2009
154,12,13,2013
61,36,5,2018
8,1,30,2013
8417,33,8,2005
38,7,9,2013
70,6,31,2017
52,31,1,2016
32,18,30,2005
634,47,2,2016
1548,28,10,2013
467,12,18,2018
764,49,33,2015
3138,37,10,2017
3055,40,25,2012
1053,25,15,2006
253,26,43,2005
449,7,12,2016
15,49,13,2018
349,22,11,2016
876,24,10,2008
63,44,29,2006
26,1,36,2017
226,31,41,2016
2,32,29,2013
82,43,46,2006
195,29,44,2014
606,8,36,2009
549,46,6,2018
607,18,25,2014
3933,36,25,2017
287,22,41,2016
5283,34,16,2010
157,9,20,2018
392,12,28,2012
2070,47,42,2012
1022,42,7,2009
179,9,2,2014
164,27,47,2016
68,44,3,2015
332,14,23,2014
385,49,28,2014
1167,3,20,2018
153,4,46,2011
69,22,40,2008
456,34,19,2018
1488,39,16,2006
